tid,attribute,correct_val
138,act_dep_time,3:36 p.m.
138,sched_arr_time,6:30 p.m.
138,act_arr_time,6:43 p.m.
139,src,helloflight
139,flight,AA-3979-CVG-ORD
139,sched_dep_time,7:30 a.m.
139,act_dep_time,8:04 a.m.
139,sched_arr_time,8:00 a.m.
139,act_arr_time,8:06 a.m.
140,src,helloflight
140,flight,AA-3786-IAH-ORD
140,sched_dep_time,4:00 p.m.
140,act_dep_time,4:12 p.m.
140,sched_arr_time,6:40 p.m.
140,act_arr_time,6:15 p.m.
141,src,helloflight
141,flight,AA-271-MIA-LAX
141,sched_dep_time,11:35 a.m.
141,act_dep_time,11:52 a.m.
141,sched_arr_time,2:25 p.m.
141,act_arr_time,2:27 p.m.
142,src,helloflight
142,flight,CO-50-CLE-EWR
142,sched_dep_time,2:55 p.m.
142,act_dep_time,3:31 p.m.
142,sched_arr_time,4:49 p.m.
142,act_arr_time,5:26 p.m.
143,src,helloflight
143,flight,UA-3099-PHX-PHL
143,sched_dep_time,11:55 a.m.
143,act_dep_time,11:55 a.m.
143,sched_arr_time,6:17 p.m.
143,act_arr_time,5:38 p.m.
144,src,helloflight
144,flight,AA-4198-ORD-CLE
144,sched_dep_time,10:40 a.m.
144,act_dep_time,10:54 a.m.
144,sched_arr_time,12:55 p.m.
144,act_arr_time,12:50 p.m.
145,src,helloflight
145,flight,AA-404-MIA-MCO
145,sched_dep_time,6:45 a.m.
145,act_dep_time,6:57 a.m.
145,sched_arr_time,7:45 a.m.
145,act_arr_time,7:40 a.m.
146,src,helloflight
146,flight,CO-45-EWR-MIA
146,sched_dep_time,4:00 p.m.
146,act_dep_time,3:58 p.m.
146,sched_arr_time,7:05 p.m.
146,act_arr_time,6:36 p.m.
147,src,helloflight
147,flight,AA-3809-PHX-LAX
147,sched_dep_time,6:00 a.m.
147,act_dep_time,6:10 a.m.
147,sched_arr_time,6:40 a.m.
147,act_arr_time,6:19 a.m.
148,src,helloflight
148,flight,AA-59-JFK-SFO
148,sched_dep_time,7:10 a.m.
148,act_dep_time,7:39 a.m.
148,sched_arr_time,10:45 a.m.
148,act_arr_time,11:12 a.m.
149,src,helloflight
149,flight,AA-222-LAX-BOS
149,sched_dep_time,7:10 a.m.
149,act_dep_time,7:31 a.m.
149,sched_arr_time,3:30 p.m.
149,act_arr_time,3:14 p.m.
150,src,boston
150,flight,AA-3859-IAH-ORD
150,sched_dep_time,7:10 a.m.
150,act_dep_time,7:16 a.m.
150,sched_arr_time,9:40 a.m.
150,act_arr_time,9:32 a.m.
151,src,boston
151,flight,CO-1586-IAH-MCO
151,sched_dep_time,7:00 p.m.
151,act_dep_time,7:14 p.m.
151,sched_arr_time,10:15 p.m.
151,act_arr_time,10:29 p.m.
152,src,boston
152,flight,AA-518-MIA-JFK
152,sched_dep_time,6:40 a.m.
152,act_dep_time,6:54 a.m.
152,sched_arr_time,9:25 a.m.
152,act_arr_time,9:28 a.m.
153,src,boston
153,flight,UA-397-JFK-SFO
153,sched_dep_time,8:00 a.m.
153,act_dep_time,8:29 a.m.
153,sched_arr_time,11:55 a.m.
153,act_arr_time,11:58 a.m.
154,src,boston
154,flight,UA-3925-IAD-ORF
154,sched_dep_time,8:41 a.m.
154,act_dep_time,8:42 a.m.
154,sched_arr_time,9:54 a.m.
154,act_arr_time,9:43 a.m.
155,src,boston
155,flight,AA-1733-ORD-PHX
155,sched_dep_time,7:45 p.m.
155,act_dep_time,7:58 p.m.
155,sched_arr_time,10:30 p.m.
155,act_arr_time,10:30 p.m.
156,src,boston
156,flight,AA-3-JFK-LAX
156,sched_dep_time,12:00 p.m.
156,act_dep_time,12:11 p.m.
156,sched_arr_time,3:15 p.m.
156,act_arr_time,3:16 p.m.
157,src,boston
157,flight,UA-2830-MCO-CLT
157,sched_dep_time,3:27 p.m.
157,act_dep_time,3:27 p.m.
157,sched_arr_time,5:05 p.m.
157,act_arr_time,5:17 p.m.
158,src,boston
158,flight,CO-58-DEN-IAH
158,sched_dep_time,11:25 a.m.
158,act_dep_time,11:32 a.m.
158,sched_arr_time,2:50 p.m.
158,act_arr_time,3:31 p.m.
159,src,boston
159,flight,UA-5487-SFO-MRY
159,sched_dep_time,10:39 a.m.
159,act_dep_time,10:33 a.m.
159,sched_arr_time,11:19 a.m.
159,act_arr_time,11:21 a.m.
160,src,boston
160,flight,AA-204-LAX-MCO
160,sched_dep_time,11:25 p.m.
160,act_dep_time,11:25 p.m.
160,sched_arr_time,6:55 a.m.
160,act_arr_time,6:55 a.m.
161,src,boston
161,flight,UA-414-LAX-SFO
161,sched_dep_time,6:00 a.m.
161,act_dep_time,5:56 a.m.
161,sched_arr_time,7:23 a.m.
161,act_arr_time,7:17 a.m.
162,src,boston
162,flight,CO-1614-LAX-IAH
162,sched_dep_time,12:30 a.m.
162,act_dep_time,12:41 a.m.
162,sched_arr_time,5:35 a.m.
162,act_arr_time,5:26 a.m.
163,src,boston
163,flight,UA-2726-FLL-PHL
163,sched_dep_time,4:00 p.m.
163,act_dep_time,4:00 p.m.
163,sched_arr_time,6:46 p.m.
163,act_arr_time,6:28 p.m.
164,src,boston
164,flight,CO-52-IAH-LAX
164,sched_dep_time,7:35 a.m.
164,act_dep_time,7:29 a.m.
164,sched_arr_time,9:21 a.m.
164,act_arr_time,9:14 a.m.
165,src,boston
165,flight,CO-1090-BOS-IAH
165,sched_dep_time,9:45 a.m.
165,act_dep_time,10:19 a.m.
165,sched_arr_time,1:16 p.m.
165,act_arr_time,1:19 p.m.
166,src,boston
166,flight,AA-616-DFW-DTW
166,sched_dep_time,9:05 a.m.
166,act_dep_time,10:10 a.m.
166,sched_arr_time,12:35 p.m.
166,act_arr_time,1:27 p.m.
167,src,boston
167,flight,UA-3515-IAD-MSP
167,sched_dep_time,8:15 a.m.
167,act_dep_time,8:12 a.m.
167,sched_arr_time,10:06 a.m.
167,act_arr_time,9:56 a.m.
168,src,boston
168,flight,AA-3468-CVG-MIA
168,sched_dep_time,7:00 a.m.
168,act_dep_time,7:25 a.m.
168,sched_arr_time,9:55 a.m.
168,act_arr_time,9:45 a.m.
169,src,boston
169,flight,AA-484-DFW-MIA
169,sched_dep_time,4:15 p.m.
169,act_dep_time,4:29 p.m.
169,sched_arr_time,7:55 p.m.
169,act_arr_time,7:39 p.m.
170,src,boston
170,flight,AA-1886-BOS-MIA
170,sched_dep_time,10:45 a.m.
170,act_dep_time,10:55 a.m.
170,sched_arr_time,2:20 p.m.
170,act_arr_time,1:40 p.m.
171,src,boston
171,flight,CO-62-IAH-EWR
171,sched_dep_time,2:30 p.m.
171,act_dep_time,2:48 p.m.
171,sched_arr_time,7:03 p.m.
171,act_arr_time,7:10 p.m.
172,src,boston
172,flight,CO-1561-PHX-IAH
172,sched_dep_time,8:05 a.m.
172,act_dep_time,8:00 a.m.
172,sched_arr_time,11:35 a.m.
172,act_arr_time,11:32 a.m.
173,src,boston
173,flight,UA-2314-ATL-PHL
173,sched_dep_time,2:55 p.m.
173,act_dep_time,2:55 p.m.
173,sched_arr_time,5:00 p.m.
173,act_arr_time,4:47 p.m.
174,src,boston
174,flight,AA-446-DFW-PHL
174,sched_dep_time,11:50 a.m.
174,act_dep_time,12:12 p.m.
174,sched_arr_time,3:50 p.m.
174,act_arr_time,4:09 p.m.
175,src,boston
175,flight,CO-1023-IAH-DEN
175,sched_dep_time,11:40 a.m.
175,act_dep_time,11:56 a.m.
175,sched_arr_time,1:17 p.m.
175,act_arr_time,1:14 p.m.
176,src,boston
176,flight,AA-466-IAH-MIA
176,sched_dep_time,6:00 a.m.
176,act_dep_time,6:08 a.m.
176,sched_arr_time,9:20 a.m.
176,act_arr_time,9:05 a.m.
177,src,boston
177,flight,UA-3050-PHX-CLT
177,sched_dep_time,11:05 a.m.
177,act_dep_time,11:30 a.m.
177,sched_arr_time,4:57 p.m.
177,act_arr_time,5:05 p.m.
178,src,boston
178,flight,CO-89-IAH-EWR
178,sched_dep_time,6:00 a.m.
178,act_dep_time,6:02 a.m.
178,sched_arr_time,10:20 a.m.
178,act_arr_time,10:27 a.m.
179,src,boston
179,flight,CO-1088-CLE-IAH
179,sched_dep_time,8:40 a.m.
179,act_dep_time,8:40 a.m.
179,sched_arr_time,10:54 a.m.
179,act_arr_time,10:56 a.m.
180,src,boston
180,flight,AA-1664-MIA-ATL
180,sched_dep_time,10:15 a.m.
180,act_dep_time,10:18 a.m.
180,sched_arr_time,12:10 p.m.
180,act_arr_time,11:56 a.m.
181,src,boston
181,flight,AA-1279-DFW-PHX
181,sched_dep_time,1:00 p.m.
181,act_dep_time,2:04 p.m.
181,sched_arr_time,2:35 p.m.
181,act_arr_time,3:30 p.m.
182,src,boston
182,flight,UA-854-SFO-IAH
182,sched_dep_time,7:53 a.m.
182,act_dep_time,7:49 a.m.
182,sched_arr_time,1:39 p.m.
182,act_arr_time,1:30 p.m.
183,src,boston
183,flight,UA-382-IAD-LAX
183,sched_dep_time,12:30 p.m.
183,act_dep_time,12:35 p.m.
183,sched_arr_time,3:19 p.m.
183,act_arr_time,3:21 p.m.
184,src,boston
184,flight,AA-4344-ORD-DTW
184,sched_dep_time,11:45 a.m.
184,act_dep_time,12:13 p.m.
184,sched_arr_time,2:00 p.m.
184,act_arr_time,2:10 p.m.
185,src,boston
185,flight,UA-257-JFK-SFO
185,sched_dep_time,2:30 p.m.
185,act_dep_time,2:26 p.m.
185,sched_arr_time,6:15 p.m.
185,act_arr_time,5:42 p.m.
186,src,boston
186,flight,UA-2945-PHL-CLT
186,sched_dep_time,12:00 a.m.
186,act_dep_time,3:11 a.m.
186,sched_arr_time,1:45 p.m.
186,act_arr_time,1:15 p.m.
187,src,boston
187,flight,CO-63-EWR-IAH
187,sched_dep_time,5:25 p.m.
187,act_dep_time,5:22 p.m.
187,sched_arr_time,8:22 p.m.
187,act_arr_time,8:03 p.m.
188,src,boston
188,flight,CO-47-IAH-LAX
188,sched_dep_time,7:10 p.m.
188,act_dep_time,8:25 p.m.
188,sched_arr_time,8:56 p.m.
188,act_arr_time,9:52 p.m.
189,src,boston
189,flight,AA-2050-ORD-MIA
189,sched_dep_time,10:40 a.m.
189,act_dep_time,11:05 a.m.
189,sched_arr_time,2:45 p.m.
189,act_arr_time,2:46 p.m.
190,src,boston
190,flight,UA-248-PHX-ORD
190,sched_dep_time,12:57 p.m.
190,act_dep_time,1:32 p.m.
190,sched_arr_time,5:15 p.m.
190,act_arr_time,5:34 p.m.
191,src,boston
191,flight,AA-4330-CVG-ORD
191,sched_dep_time,3:35 p.m.
191,act_dep_time,3:36 p.m.
191,sched_arr_time,4:00 p.m.
191,act_arr_time,3:33 p.m.
192,src,boston
192,flight,AA-1434-DFW-MCO
192,sched_dep_time,7:15 a.m.
192,act_dep_time,7:21 a.m.
192,sched_arr_time,10:35 a.m.
192,act_arr_time,10:36 a.m.
193,src,boston
193,flight,AA-1640-MIA-MCO
193,sched_dep_time,6:30 p.m.
193,act_dep_time,6:30 p.m.
193,sched_arr_time,7:25 p.m.
193,act_arr_time,7:25 p.m.
194,src,boston
194,flight,AA-4307-ORD-DTW
194,sched_dep_time,6:45 p.m.
194,act_dep_time,6:55 p.m.
194,sched_arr_time,9:10 p.m.
194,act_arr_time,8:53 p.m.
195,src,boston
195,flight,CO-1694-LAX-IAH
195,sched_dep_time,7:15 p.m.
195,act_dep_time,7:15 p.m.
195,sched_arr_time,12:21 a.m.
195,act_arr_time,12:21 a.m.
196,src,boston
196,flight,UA-843-LAX-ORD
196,sched_dep_time,1:55 p.m.
196,act_dep_time,2:10 p.m.
196,sched_arr_time,7:53 p.m.
196,act_arr_time,7:58 p.m.
197,src,boston
197,flight,CO-1193-EWR-MCO
197,sched_dep_time,9:15 a.m.
197,act_dep_time,9:14 a.m.
197,sched_arr_time,12:18 p.m.
197,act_arr_time,12:09 p.m.
198,src,boston
198,flight,AA-3842-MSP-ORD
198,sched_dep_time,6:00 a.m.
198,act_dep_time,6:56 a.m.
198,sched_arr_time,7:30 a.m.
198,act_arr_time,7:51 a.m.
199,src,boston
199,flight,AA-643-MIA-ORD
199,sched_dep_time,7:10 a.m.
199,act_dep_time,7:30 a.m.
199,sched_arr_time,9:35 a.m.
199,act_arr_time,9:31 a.m.
200,src,boston
200,flight,AA-1007-MIA-PHX
200,sched_dep_time,4:55 p.m.
200,act_dep_time,5:08 p.m.
200,sched_arr_time,8:05 p.m.
200,act_arr_time,7:55 p.m.
201,src,boston
201,flight,UA-2906-PHL-MCO
201,sched_dep_time,3:50 p.m.
201,act_dep_time,4:28 p.m.
201,sched_arr_time,6:23 p.m.
201,act_arr_time,6:38 p.m.
202,src,boston
202,flight,UA-938-DEN-ORD
202,sched_dep_time,4:16 p.m.
202,act_dep_time,4:15 p.m.
202,sched_arr_time,7:35 p.m.
202,act_arr_time,7:36 p.m.
203,src,boston
203,flight,AA-1221-MCO-ORD
203,sched_dep_time,8:00 p.m.
203,act_dep_time,8:23 p.m.
203,sched_arr_time,9:45 p.m.
203,act_arr_time,9:53 p.m.
204,src,boston
204,flight,CO-16-LAX-EWR
204,sched_dep_time,10:25 a.m.
204,act_dep_time,10:20 a.m.
204,sched_arr_time,6:44 p.m.
204,act_arr_time,6:34 p.m.
205,src,boston
205,flight,UA-2515-DFW-CLT
205,sched_dep_time,7:05 a.m.
205,act_dep_time,7:05 a.m.
205,sched_arr_time,10:31 a.m.
205,act_arr_time,10:47 a.m.
206,src,boston
206,flight,AA-400-DFW-JFK
206,sched_dep_time,10:40 a.m.
206,act_dep_time,11:01 a.m.
206,sched_arr_time,2:59 p.m.
206,act_arr_time,3:04 p.m.
207,src,boston
207,flight,UA-664-ORD-PHL
207,sched_dep_time,1:33 p.m.
207,act_dep_time,1:31 p.m.
207,sched_arr_time,4:31 p.m.
207,act_arr_time,4:23 p.m.
208,src,boston
208,flight,AA-3756-ORD-SLC
208,sched_dep_time,12:15 p.m.
208,act_dep_time,12:41 p.m.
208,sched_arr_time,2:45 p.m.
208,act_arr_time,2:50 p.m.
209,src,boston
209,flight,UA-37-EWR-MCO
209,sched_dep_time,1:29 p.m.
209,act_dep_time,1:48 p.m.
209,sched_arr_time,4:17 p.m.
209,act_arr_time,4:17 p.m.
210,src,boston
210,flight,AA-1522-SFO-ORD
210,sched_dep_time,11:55 p.m.
210,act_dep_time,11:55 p.m.
210,sched_arr_time,5:50 a.m.
210,act_arr_time,5:50 a.m.
211,src,boston
211,flight,UA-233-LAX-JFK
211,sched_dep_time,4:25 p.m.
211,act_dep_time,4:25 p.m.
211,sched_arr_time,12:29 a.m.
211,act_arr_time,12:29 a.m.
212,src,boston
212,flight,AA-3823-LAX-DEN
212,sched_dep_time,9:00 p.m.
212,act_dep_time,9:00 p.m.
212,sched_arr_time,12:15 a.m.
212,act_arr_time,12:15 a.m.
213,src,boston
213,flight,AA-2312-DFW-DTW
213,sched_dep_time,8:25 p.m.
213,act_dep_time,8:25 p.m.
213,sched_arr_time,11:50 p.m.
213,act_arr_time,11:50 p.m.
214,src,boston
214,flight,AA-1165-JFK-MIA
214,sched_dep_time,6:59 a.m.
214,act_dep_time,7:22 a.m.
214,sched_arr_time,10:34 a.m.
214,act_arr_time,10:04 a.m.
215,src,boston
215,flight,AA-431-MIA-SFO
215,sched_dep_time,8:35 a.m.
215,act_dep_time,8:51 a.m.
215,sched_arr_time,11:50 a.m.
215,act_arr_time,11:44 a.m.
216,src,boston
216,flight,UA-3373-IAD-PHL
216,sched_dep_time,8:29 a.m.
216,act_dep_time,8:26 a.m.
216,sched_arr_time,9:24 a.m.
216,act_arr_time,9:13 a.m.
217,src,boston
217,flight,AA-649-ORD-SNA
217,sched_dep_time,1:30 p.m.
217,act_dep_time,1:30 p.m.
217,sched_arr_time,3:50 p.m.
217,act_arr_time,3:50 p.m.
218,src,boston
218,flight,CO-1250-MIA-IAH
218,sched_dep_time,2:53 p.m.
218,act_dep_time,3:01 p.m.
218,sched_arr_time,4:48 p.m.
218,act_arr_time,4:59 p.m.
219,src,boston
219,flight,UA-6273-YYC-SFO
219,sched_dep_time,7:35 a.m.
219,act_dep_time,7:27 a.m.
219,sched_arr_time,9:43 a.m.
219,act_arr_time,8:45 a.m.
220,src,boston
220,flight,UA-828-SFO-ORD
220,sched_dep_time,11:08 p.m.
220,act_dep_time,11:08 p.m.
220,sched_arr_time,5:11 a.m.
220,act_arr_time,5:11 a.m.
221,src,boston
221,flight,CO-4888-IAH-DAL
221,sched_dep_time,5:30 p.m.
221,act_dep_time,5:30 p.m.
221,sched_arr_time,6:40 p.m.
221,act_arr_time,6:40 p.m.
222,src,boston
222,flight,UA-858-PVG-SFO
222,sched_dep_time,1:45 p.m.
222,act_dep_time,1:32 p.m.
222,sched_arr_time,8:27 a.m.
222,act_arr_time,8:02 a.m.
223,src,boston
223,flight,UA-2704-DTW-PHX
223,sched_dep_time,11:15 a.m.
223,act_dep_time,11:15 a.m.
223,sched_arr_time,1:40 p.m.
223,act_arr_time,2:00 p.m.
224,src,boston
224,flight,AA-3063-SLC-LAX
224,sched_dep_time,8:20 p.m.
224,act_dep_time,8:39 p.m.
224,sched_arr_time,9:20 p.m.
224,act_arr_time,9:20 p.m.
225,src,boston
225,flight,UA-2708-EWR-CLT
225,sched_dep_time,2:55 p.m.
225,act_dep_time,2:55 p.m.
225,sched_arr_time,4:53 p.m.
225,act_arr_time,4:44 p.m.
226,src,boston
226,flight,UA-62-IAH-EWR
226,sched_dep_time,2:30 p.m.
226,act_dep_time,2:48 p.m.
226,sched_arr_time,7:03 p.m.
226,act_arr_time,7:10 p.m.
227,src,boston
227,flight,UA-1500-IAH-GUA
227,sched_dep_time,8:55 a.m.
227,act_dep_time,9:16 a.m.
227,sched_arr_time,11:45 a.m.
227,act_arr_time,11:56 a.m.
228,src,boston
228,flight,AA-3804-PHL-ORD
228,sched_dep_time,2:35 p.m.
228,act_dep_time,2:44 p.m.
228,sched_arr_time,4:05 p.m.
228,act_arr_time,3:43 p.m.
229,src,boston
229,flight,AA-1917-JFK-MCO
229,sched_dep_time,2:55 p.m.
229,act_dep_time,3:27 p.m.
229,sched_arr_time,5:55 p.m.
229,act_arr_time,5:43 p.m.
230,src,boston
230,flight,AA-2268-PHX-ORD
230,sched_dep_time,7:15 a.m.
230,act_dep_time,7:22 a.m.
230,sched_arr_time,11:35 a.m.
230,act_arr_time,11:06 a.m.
231,src,boston
231,flight,AA-4277-CVG-JFK
231,sched_dep_time,12:10 p.m.
231,act_dep_time,12:10 p.m.
231,sched_arr_time,2:15 p.m.
231,act_arr_time,1:43 p.m.
232,src,boston
232,flight,AA-2957-DFW-CVG
232,sched_dep_time,7:55 a.m.
232,act_dep_time,8:04 a.m.
232,sched_arr_time,11:05 a.m.
232,act_arr_time,11:01 a.m.
233,src,boston
233,flight,UA-37-EDI-EWR
233,sched_dep_time,9:05 a.m.
233,act_dep_time,8:52 a.m.
233,sched_arr_time,11:53 a.m.
233,act_arr_time,12:09 p.m.
234,src,boston
234,flight,AA-789-ORD-DEN
234,sched_dep_time,1:05 p.m.
234,act_dep_time,1:19 p.m.
234,sched_arr_time,2:35 p.m.
234,act_arr_time,3:13 p.m.
235,src,boston
235,flight,AA-415-BOS-ORD
235,sched_dep_time,8:35 a.m.
235,act_dep_time,8:56 a.m.
235,sched_arr_time,10:40 a.m.
235,act_arr_time,10:16 a.m.
236,src,boston
236,flight,AA-85-JFK-SFO
236,sched_dep_time,3:05 p.m.
236,act_dep_time,3:36 p.m.
236,sched_arr_time,6:30 p.m.
236,act_arr_time,6:43 p.m.
237,src,boston
237,flight,AA-3979-CVG-ORD
237,sched_dep_time,7:30 a.m.
237,act_dep_time,8:04 a.m.
237,sched_arr_time,8:00 a.m.
237,act_arr_time,8:06 a.m.
238,src,boston
238,flight,AA-1544-SAN-ORD
238,sched_dep_time,11:25 a.m.
238,act_dep_time,11:40 a.m.
238,sched_arr_time,5:25 p.m.
238,act_arr_time,4:56 p.m.
239,src,boston
239,flight,AA-3786-IAH-ORD
239,sched_dep_time,4:00 p.m.
239,act_dep_time,4:12 p.m.
239,sched_arr_time,6:40 p.m.
239,act_arr_time,6:15 p.m.
240,src,boston
240,flight,AA-271-MIA-LAX
240,sched_dep_time,11:35 a.m.
240,act_dep_time,11:52 a.m.
240,sched_arr_time,2:25 p.m.
240,act_arr_time,2:27 p.m.
241,src,boston
241,flight,AA-2525-DFW-MIA
241,sched_dep_time,7:25 a.m.
241,act_dep_time,7:39 a.m.
241,sched_arr_time,11:10 a.m.
241,act_arr_time,11:06 a.m.
242,src,boston
242,flight,CO-50-CLE-EWR
242,sched_dep_time,2:55 p.m.
242,act_dep_time,3:31 p.m.
242,sched_arr_time,4:49 p.m.
242,act_arr_time,5:26 p.m.
243,src,boston
243,flight,UA-3099-PHX-PHL
243,sched_dep_time,11:55 a.m.
243,act_dep_time,11:55 a.m.
243,sched_arr_time,6:17 p.m.
243,act_arr_time,5:38 p.m.
244,src,boston
244,flight,AA-4198-ORD-CLE
244,sched_dep_time,10:40 a.m.
244,act_dep_time,10:54 a.m.
244,sched_arr_time,12:55 p.m.
244,act_arr_time,12:50 p.m.
245,src,boston
245,flight,AA-404-MIA-MCO
245,sched_dep_time,6:45 a.m.
245,act_dep_time,6:57 a.m.
245,sched_arr_time,7:45 a.m.
245,act_arr_time,7:40 a.m.
246,src,boston
246,flight,CO-45-EWR-MIA
246,sched_dep_time,4:00 p.m.
246,act_dep_time,3:58 p.m.
246,sched_arr_time,7:05 p.m.
246,act_arr_time,6:36 p.m.
247,src,boston
247,flight,AA-3809-PHX-LAX
247,sched_dep_time,6:00 a.m.
247,act_dep_time,6:10 a.m.
247,sched_arr_time,6:40 a.m.
247,act_arr_time,6:19 a.m.
248,src,boston
248,flight,AA-59-JFK-SFO
248,sched_dep_time,7:10 a.m.
248,act_dep_time,7:39 a.m.
248,sched_arr_time,10:45 a.m.
248,act_arr_time,11:12 a.m.
249,src,boston
249,flight,AA-222-LAX-BOS
249,sched_dep_time,7:10 a.m.
249,act_dep_time,7:31 a.m.
249,sched_arr_time,3:30 p.m.
249,act_arr_time,3:14 p.m.
250,src,weather
250,flight,AA-3859-IAH-ORD
250,sched_dep_time,7:10 a.m.
250,act_dep_time,7:16 a.m.
250,sched_arr_time,9:40 a.m.
250,act_arr_time,9:32 a.m.
251,src,weather
251,flight,AA-518-MIA-JFK
251,sched_dep_time,6:40 a.m.
251,act_dep_time,6:54 a.m.
251,sched_arr_time,9:25 a.m.
251,act_arr_time,9:28 a.m.
252,src,weather
252,flight,UA-397-JFK-SFO
252,sched_dep_time,8:00 a.m.
252,act_dep_time,8:29 a.m.
252,sched_arr_time,11:55 a.m.
252,act_arr_time,11:58 a.m.
253,src,weather
253,flight,UA-3925-IAD-ORF
253,sched_dep_time,8:41 a.m.
253,act_dep_time,8:42 a.m.
253,sched_arr_time,9:54 a.m.
253,act_arr_time,9:43 a.m.
254,src,weather
254,flight,AA-1733-ORD-PHX
254,sched_dep_time,7:45 p.m.
254,act_dep_time,7:58 p.m.
254,sched_arr_time,10:30 p.m.
254,act_arr_time,10:30 p.m.
255,src,weather
255,flight,AA-1640-MIA-MCO
255,sched_dep_time,6:30 p.m.
255,act_dep_time,6:30 p.m.
255,sched_arr_time,7:25 p.m.
255,act_arr_time,7:25 p.m.
256,src,weather
256,flight,UA-2830-MCO-CLT
256,sched_dep_time,3:27 p.m.
256,act_dep_time,3:27 p.m.
256,sched_arr_time,5:05 p.m.
256,act_arr_time,5:17 p.m.
257,src,weather
257,flight,CO-58-DEN-IAH
257,sched_dep_time,11:25 a.m.
257,act_dep_time,11:32 a.m.
257,sched_arr_time,2:50 p.m.
257,act_arr_time,3:31 p.m.
258,src,weather
258,flight,AA-1544-SAN-ORD
258,sched_dep_time,11:25 a.m.
258,act_dep_time,11:40 a.m.
258,sched_arr_time,5:25 p.m.
258,act_arr_time,4:56 p.m.
259,src,weather
259,flight,UA-5487-SFO-MRY
259,sched_dep_time,10:39 a.m.
259,act_dep_time,10:33 a.m.
259,sched_arr_time,11:19 a.m.
259,act_arr_time,11:21 a.m.
260,src,weather
260,flight,AA-204-LAX-MCO
260,sched_dep_time,11:25 p.m.
260,act_dep_time,11:25 p.m.
260,sched_arr_time,6:55 a.m.
260,act_arr_time,6:55 a.m.
261,src,weather
261,flight,UA-414-LAX-SFO
261,sched_dep_time,6:00 a.m.
261,act_dep_time,5:56 a.m.
261,sched_arr_time,7:23 a.m.
261,act_arr_time,7:17 a.m.
262,src,weather
262,flight,AA-3756-ORD-SLC
262,sched_dep_time,12:15 p.m.
262,act_dep_time,12:41 p.m.
262,sched_arr_time,2:45 p.m.
262,act_arr_time,2:50 p.m.
263,src,weather
263,flight,UA-2726-FLL-PHL
263,sched_dep_time,4:00 p.m.
263,act_dep_time,4:00 p.m.
263,sched_arr_time,6:46 p.m.
263,act_arr_time,6:28 p.m.
264,src,weather
264,flight,CO-1090-BOS-IAH
264,sched_dep_time,9:45 a.m.
264,act_dep_time,10:19 a.m.
264,sched_arr_time,1:16 p.m.
264,act_arr_time,1:19 p.m.
265,src,weather
265,flight,AA-3468-CVG-MIA
265,sched_dep_time,7:00 a.m.
265,act_dep_time,7:25 a.m.
265,sched_arr_time,9:55 a.m.
265,act_arr_time,9:45 a.m.
266,src,weather
266,flight,UA-3515-IAD-MSP
266,sched_dep_time,8:15 a.m.
266,act_dep_time,8:12 a.m.
266,sched_arr_time,10:06 a.m.
266,act_arr_time,9:56 a.m.
267,src,weather
267,flight,AA-484-DFW-MIA
267,sched_dep_time,4:15 p.m.
267,act_dep_time,4:29 p.m.
267,sched_arr_time,7:55 p.m.
267,act_arr_time,7:39 p.m.
268,src,weather
268,flight,CO-62-IAH-EWR
268,sched_dep_time,2:30 p.m.
268,act_dep_time,2:48 p.m.
268,sched_arr_time,7:03 p.m.
268,act_arr_time,7:10 p.m.
269,src,weather
269,flight,AA-446-DFW-PHL
269,sched_dep_time,11:50 a.m.
269,act_dep_time,12:12 p.m.
269,sched_arr_time,3:50 p.m.
269,act_arr_time,4:09 p.m.
270,src,weather
270,flight,AA-466-IAH-MIA
270,sched_dep_time,6:00 a.m.
270,act_dep_time,6:08 a.m.
270,sched_arr_time,9:20 a.m.
270,act_arr_time,9:05 a.m.
271,src,weather
271,flight,UA-3050-PHX-CLT
271,sched_dep_time,11:05 a.m.
271,act_dep_time,11:30 a.m.
271,sched_arr_time,4:57 p.m.
271,act_arr_time,5:05 p.m.
272,src,weather
272,flight,CO-89-IAH-EWR
272,sched_dep_time,6:00 a.m.
272,act_dep_time,6:02 a.m.
272,sched_arr_time,10:20 a.m.
272,act_arr_time,10:27 a.m.
273,src,weather
273,flight,CO-1088-CLE-IAH
273,sched_dep_time,8:40 a.m.
273,act_dep_time,8:40 a.m.
273,sched_arr_time,10:54 a.m.
273,act_arr_time,10:56 a.m.
274,src,weather
274,flight,AA-1886-BOS-MIA
274,sched_dep_time,10:45 a.m.
274,act_dep_time,10:55 a.m.
274,sched_arr_time,2:20 p.m.
274,act_arr_time,1:40 p.m.
275,src,weather
275,flight,AA-1664-MIA-ATL
275,sched_dep_time,10:15 a.m.
275,act_dep_time,10:18 a.m.
275,sched_arr_time,12:10 p.m.
275,act_arr_time,11:56 a.m.
276,src,weather
276,flight,AA-3979-CVG-ORD
276,sched_dep_time,7:30 a.m.
276,act_dep_time,8:04 a.m.
276,sched_arr_time,8:00 a.m.
276,act_arr_time,8:06 a.m.
277,src,weather
277,flight,AA-1279-DFW-PHX
277,sched_dep_time,1:00 p.m.
277,act_dep_time,2:04 p.m.
277,sched_arr_time,2:35 p.m.
277,act_arr_time,3:30 p.m.
278,src,weather
278,flight,CO-1614-LAX-IAH
278,sched_dep_time,12:30 a.m.
278,act_dep_time,12:41 a.m.
